PONumber,LineNumber,SupplierID,SKU,WarehouseID,OrderDate,PromisedDate,ReceivedDate,QtyOrdered,QtyReceived
90137,1,SUP-06,SKU-1005,WH-02,14/04/2025,29/05/2025,30/05/2025,1500,750
90137,2,SUP-06,SKU-1011,WH-01,14/04/2025,29/05/2025,30/05/2025,500,500
90137,3,SUP-06,SKU-1023,WH-03,14/04/2025,29/05/2025,30/05/2025,1500,1500
90138,1,SUP-02,SKU-1013,WH-02,14/04/2025,28/04/2025,28/04/2025,2000,2000
90139,1,SUP-01,SKU-1006,WH-01,14/04/2025,21/04/2025,21/04/2025,1000,1000
90140,1,SUP-02,SKU-1019,WH-02,14/04/2025,28/04/2025,28/04/2025,500,250
90140,2,SUP-02,SKU-1019,WH-01,14/04/2025,28/04/2025,28/04/2025,1000,1000
90141,1,SUP-04,SKU-1015,WH-04,14/04/2025,12/05/2025,24/05/2025,1500,1500
90141,2,SUP-04,SKU-1003,WH-01,14/04/2025,12/05/2025,24/05/2025,1000,1000
90142,1,SUP-02,SKU-1019,WH-04,21/04/2025,05/05/2025,12/05/2025,1500,1500
90142,2,SUP-02,SKU-1001,WH-01,21/04/2025,05/05/2025,12/05/2025,1500,1500
90143,1,SUP-03,SKU-1002,WH-04,21/04/2025,01/05/2025,01/05/2025,2000,1500
90143,2,SUP-03,SKU-1014,WH-03,21/04/2025,01/05/2025,01/05/2025,1000,1000
90144,1,SUP-05,SKU-1010,WH-03,21/04/2025,12/05/2025,12/05/2025,2000,2000
90144,2,SUP-05,SKU-1016,WH-01,21/04/2025,12/05/2025,12/05/2025,1000,1000
90145,1,SUP-05,SKU-1010,WH-04,21/04/2025,12/05/2025,16/05/2025,1000,1000
90145,2,SUP-05,SKU-1010,WH-03,21/04/2025,12/05/2025,16/05/2025,1000,1000
90145,3,SUP-05,SKU-1004,WH-03,21/04/2025,12/05/2025,16/05/2025,1000,1000
90146,1,SUP-02,SKU-1001,WH-03,21/04/2025,05/05/2025,05/05/2025,2000,2000
90146,2,SUP-02,SKU-1007,WH-03,21/04/2025,05/05/2025,05/05/2025,500,500
90147,1,SUP-02,SKU-1013,WH-03,21/04/2025,05/05/2025,05/05/2025,2000,2000
90147,2,SUP-02,SKU-1019,WH-01,21/04/2025,05/05/2025,05/05/2025,500,500
90148,1,SUP-06,SKU-1011,WH-04,28/04/2025,12/06/2025,12/06/2025,2000,2000
90148,2,SUP-06,SKU-1023,WH-01,28/04/2025,12/06/2025,12/06/2025,500,500
90148,3,SUP-06,SKU-1023,WH-02,28/04/2025,12/06/2025,12/06/2025,1000,500
90149,1,SUP-04,SKU-1003,WH-01,28/04/2025,26/05/2025,26/05/2025,500,500
90149,2,SUP-04,SKU-1003,WH-03,28/04/2025,26/05/2025,26/05/2025,1000,1000
90149,3,SUP-04,SKU-1003,WH-04,28/04/2025,26/05/2025,26/05/2025,1500,1500
90150,1,SUP-05,SKU-1022,WH-04,28/04/2025,19/05/2025,31/05/2025,2000,2000
90151,1,SUP-05,SKU-1004,WH-02,28/04/2025,19/05/2025,21/05/2025,2000,2000
90151,2,SUP-05,SKU-1004,WH-04,28/04/2025,19/05/2025,21/05/2025,2000,2000
90152,1,SUP-02,SKU-1007,WH-03,28/04/2025,12/05/2025,12/05/2025,1000,1000
90152,2,SUP-02,SKU-1019,WH-03,28/04/2025,12/05/2025,12/05/2025,2000,2000
90152,3,SUP-02,SKU-1001,WH-01,28/04/2025,12/05/2025,12/05/2025,1500,1500
90153,1,SUP-05,SKU-1022,WH-02,28/04/2025,19/05/2025,20/05/2025,1500,1500
90153,2,SUP-05,SKU-1010,WH-03,28/04/2025,19/05/2025,20/05/2025,1000,1000
90153,3,SUP-05,SKU-1016,WH-03,28/04/2025,19/05/2025,20/05/2025,500,500
90154,1,SUP-06,SKU-1011,WH-01,28/04/2025,12/06/2025,19/06/2025,1500,1500
90154,2,SUP-06,SKU-1005,WH-02,28/04/2025,12/06/2025,19/06/2025,1500,1500
90154,3,SUP-06,SKU-1005,WH-04,28/04/2025,12/06/2025,19/06/2025,500,500
90155,1,SUP-02,SKU-1013,WH-03,28/04/2025,12/05/2025,12/05/2025,2000,2000
90155,2,SUP-02,SKU-1001,WH-02,28/04/2025,12/05/2025,12/05/2025,1500,1500
90155,3,SUP-02,SKU-1013,WH-02,28/04/2025,12/05/2025,12/05/2025,2000,2000
90156,1,SUP-06,SKU-1005,WH-02,28/04/2025,12/06/2025,12/06/2025,500,500
90156,2,SUP-06,SKU-1005,WH-01,28/04/2025,12/06/2025,12/06/2025,2000,2000
90157,1,SUP-01,SKU-1024,WH-04,28/04/2025,05/05/2025,05/05/2025,500,500
90157,2,SUP-01,SKU-1018,WH-02,28/04/2025,05/05/2025,05/05/2025,1500,1500
90157,3,SUP-01,SKU-1024,WH-04,28/04/2025,05/05/2025,05/05/2025,1500,1500
90158,1,SUP-04,SKU-1015,WH-04,05/05/2025,02/06/2025,04/06/2025,500,500
90158,2,SUP-04,SKU-1003,WH-02,05/05/2025,02/06/2025,04/06/2025,500,375
90158,3,SUP-04,SKU-1015,WH-02,05/05/2025,02/06/2025,04/06/2025,1000,1000
90159,1,SUP-03,SKU-1020,WH-04,05/05/2025,15/05/2025,15/05/2025,2000,1800
90159,2,SUP-03,SKU-1014,WH-02,05/05/2025,15/05/2025,15/05/2025,500,500
90160,1,SUP-03,SKU-1002,WH-04,05/05/2025,15/05/2025,15/05/2025,1500,1500
90160,2,SUP-03,SKU-1008,WH-02,05/05/2025,15/05/2025,15/05/2025,2000,2000
90160,3,SUP-03,SKU-1002,WH-01,05/05/2025,15/05/2025,15/05/2025,1500,1500
90161,1,SUP-06,SKU-1023,WH-02,05/05/2025,19/06/2025,19/06/2025,2000,2000
90161,2,SUP-06,SKU-1005,WH-04,05/05/2025,19/06/2025,19/06/2025,1500,1500
90161,3,SUP-06,SKU-1011,WH-04,05/05/2025,19/06/2025,19/06/2025,1500,1125
90162,1,SUP-05,SKU-1004,WH-03,05/05/2025,26/05/2025,26/05/2025,1500,1500
90162,2,SUP-05,SKU-1010,WH-01,05/05/2025,26/05/2025,26/05/2025,500,500
90162,3,SUP-05,SKU-1022,WH-03,05/05/2025,26/05/2025,26/05/2025,500,500
90163,1,SUP-03,SKU-1020,WH-04,05/05/2025,15/05/2025,15/05/2025,1500,1125
90163,2,SUP-03,SKU-1008,WH-02,05/05/2025,15/05/2025,15/05/2025,1500,1500
90163,3,SUP-03,SKU-1002,WH-01,05/05/2025,15/05/2025,15/05/2025,1000,900
90164,1,SUP-06,SKU-1017,WH-04,05/05/2025,19/06/2025,23/06/2025,2000,2000
90164,2,SUP-06,SKU-1005,WH-01,05/05/2025,19/06/2025,23/06/2025,1500,1500
90165,1,SUP-04,SKU-1009,WH-03,05/05/2025,02/06/2025,02/06/2025,2000,2000
90166,1,SUP-02,SKU-1001,WH-01,12/05/2025,26/05/2025,26/05/2025,500,500
90166,2,SUP-02,SKU-1001,WH-01,12/05/2025,26/05/2025,26/05/2025,1500,1500
90166,3,SUP-02,SKU-1019,WH-03,12/05/2025,26/05/2025,26/05/2025,1000,1000
90167,1,SUP-03,SKU-1008,WH-04,12/05/2025,22/05/2025,22/05/2025,500,500
90167,2,SUP-03,SKU-1020,WH-02,12/05/2025,22/05/2025,22/05/2025,500,500
90168,1,SUP-06,SKU-1005,WH-01,12/05/2025,26/06/2025,26/06/2025,2000,2000
90168,2,SUP-06,SKU-1011,WH-01,12/05/2025,26/06/2025,26/06/2025,1500,1500
90169,1,SUP-02,SKU-1007,WH-03,12/05/2025,26/05/2025,26/05/2025,1500,1500
90169,2,SUP-02,SKU-1001,WH-01,12/05/2025,26/05/2025,26/05/2025,500,500
90169,3,SUP-02,SKU-1007,WH-01,12/05/2025,26/05/2025,26/05/2025,1000,1000
90170,1,SUP-02,SKU-1019,WH-01,12/05/2025,26/05/2025,26/05/2025,2000,2000
90170,2,SUP-02,SKU-1013,WH-01,12/05/2025,26/05/2025,26/05/2025,500,500
90170,3,SUP-02,SKU-1013,WH-02,12/05/2025,26/05/2025,26/05/2025,1500,1500
90171,1,SUP-03,SKU-1020,WH-01,12/05/2025,22/05/2025,22/05/2025,2000,2000
90172,1,SUP-01,SKU-1018,WH-01,12/05/2025,19/05/2025,19/05/2025,1000,500
90172,2,SUP-01,SKU-1024,WH-01,12/05/2025,19/05/2025,19/05/2025,2000,2000
90173,1,SUP-05,SKU-1022,WH-02,12/05/2025,02/06/2025,02/06/2025,2000,2000
90173,2,SUP-05,SKU-1004,WH-01,12/05/2025,02/06/2025,02/06/2025,500,375
90173,3,SUP-05,SKU-1016,WH-03,12/05/2025,02/06/2025,02/06/2025,1000,1000
90174,1,SUP-01,SKU-1018,WH-02,12/05/2025,19/05/2025,19/05/2025,1500,1500
90174,2,SUP-01,SKU-1018,WH-04,12/05/2025,19/05/2025,19/05/2025,500,500
90174,3,SUP-01,SKU-1018,WH-04,12/05/2025,19/05/2025,19/05/2025,1000,500
90175,1,SUP-05,SKU-1016,WH-01,19/05/2025,09/06/2025,09/06/2025,2000,2000
90175,2,SUP-05,SKU-1004,WH-04,19/05/2025,09/06/2025,09/06/2025,2000,2000
90175,3,SUP-05,SKU-1016,WH-01,19/05/2025,09/06/2025,09/06/2025,2000,2000
90176,1,SUP-04,SKU-1021,WH-04,19/05/2025,16/06/2025,28/06/2025,1500,1500
90176,2,SUP-04,SKU-1003,WH-01,19/05/2025,16/06/2025,28/06/2025,500,500
90177,1,SUP-02,SKU-1013,WH-04,19/05/2025,02/06/2025,02/06/2025,1000,1000
90177,2,SUP-02,SKU-1013,WH-02,19/05/2025,02/06/2025,02/06/2025,2000,2000
90178,1,SUP-06,SKU-1005,WH-04,19/05/2025,03/07/2025,04/07/2025,2000,2000
90178,2,SUP-06,SKU-1005,WH-03,19/05/2025,03/07/2025,04/07/2025,500,500
90179,1,SUP-05,SKU-1010,WH-02,19/05/2025,09/06/2025,09/06/2025,1000,1000
90180,1,SUP-05,SKU-1010,WH-04,19/05/2025,09/06/2025,09/06/2025,500,500
90181,1,SUP-05,SKU-1022,WH-01,19/05/2025,09/06/2025,09/06/2025,1000,1000
90181,2,SUP-05,SKU-1022,WH-04,19/05/2025,09/06/2025,09/06/2025,1000,1000
90182,1,SUP-04,SKU-1009,WH-02,19/05/2025,16/06/2025,16/06/2025,500,500
90182,2,SUP-04,SKU-1015,WH-02,19/05/2025,16/06/2025,16/06/2025,500,500
90183,1,SUP-03,SKU-1008,WH-04,26/05/2025,05/06/2025,05/06/2025,1000,1000
90183,2,SUP-03,SKU-1002,WH-01,26/05/2025,05/06/2025,05/06/2025,2000,2000
90183,3,SUP-03,SKU-1014,WH-01,26/05/2025,05/06/2025,05/06/2025,500,500
90184,1,SUP-02,SKU-1019,WH-04,26/05/2025,09/06/2025,09/06/2025,1000,1000
90184,2,SUP-02,SKU-1019,WH-03,26/05/2025,09/06/2025,09/06/2025,2000,1800
90184,3,SUP-02,SKU-1013,WH-02,26/05/2025,09/06/2025,09/06/2025,2000,2000
90185,1,SUP-06,SKU-1005,WH-03,26/05/2025,10/07/2025,17/07/2025,2000,2000
90186,1,SUP-06,SKU-1011,WH-01,26/05/2025,10/07/2025,10/07/2025,1500,1500
90186,2,SUP-06,SKU-1005,WH-04,26/05/2025,10/07/2025,10/07/2025,2000,2000
90187,1,SUP-04,SKU-1021,WH-04,26/05/2025,23/06/2025,05/07/2025,1500,1500
90188,1,SUP-05,SKU-1004,WH-01,26/05/2025,16/06/2025,23/06/2025,500,450
90188,2,SUP-05,SKU-1010,WH-02,26/05/2025,16/06/2025,23/06/2025,1500,1125
90188,3,SUP-05,SKU-1004,WH-01,26/05/2025,16/06/2025,23/06/2025,2000,2000
90189,1,SUP-02,SKU-1001,WH-02,26/05/2025,09/06/2025,09/06/2025,1000,900
90189,2,SUP-02,SKU-1007,WH-01,26/05/2025,09/06/2025,09/06/2025,2000,2000
90189,3,SUP-02,SKU-1019,WH-03,26/05/2025,09/06/2025,09/06/2025,2000,2000
90190,1,SUP-02,SKU-1007,WH-04,26/05/2025,09/06/2025,09/06/2025,2000,2000
90191,1,SUP-02,SKU-1013,WH-04,26/05/2025,09/06/2025,09/06/2025,500,500
90191,2,SUP-02,SKU-1019,WH-04,26/05/2025,09/06/2025,09/06/2025,1500,1500
90192,1,SUP-04,SKU-1015,WH-04,26/05/2025,23/06/2025,23/06/2025,1000,750
90192,2,SUP-04,SKU-1009,WH-03,26/05/2025,23/06/2025,23/06/2025,2000,2000
90192,3,SUP-04,SKU-1003,WH-04,26/05/2025,23/06/2025,23/06/2025,2000,2000
90193,1,SUP-05,SKU-1010,WH-01,26/05/2025,16/06/2025,16/06/2025,2000,2000
90193,2,SUP-05,SKU-1022,WH-04,26/05/2025,16/06/2025,16/06/2025,1000,1000
90194,1,SUP-06,SKU-1011,WH-03,02/06/2025,17/07/2025,29/07/2025,1500,1500
90194,2,SUP-06,SKU-1017,WH-03,02/06/2025,17/07/2025,29/07/2025,1000,1000
90195,1,SUP-01,SKU-1018,WH-02,02/06/2025,09/06/2025,09/06/2025,500,500
90196,1,SUP-04,SKU-1015,WH-02,02/06/2025,30/06/2025,30/06/2025,1500,1500
90196,2,SUP-04,SKU-1015,WH-03,02/06/2025,30/06/2025,30/06/2025,1000,1000
90196,3,SUP-04,SKU-1015,WH-02,02/06/2025,30/06/2025,30/06/2025,500,500
90197,1,SUP-03,SKU-1020,WH-01,02/06/2025,12/06/2025,14/06/2025,2000,2000
90197,2,SUP-03,SKU-1008,WH-04,02/06/2025,12/06/2025,14/06/2025,1000,1000
90198,1,SUP-03,SKU-1020,WH-04,02/06/2025,12/06/2025,12/06/2025,2000,2000
90198,2,SUP-03,SKU-1002,WH-01,02/06/2025,12/06/2025,12/06/2025,2000,2000
90199,1,SUP-02,SKU-1007,WH-02,02/06/2025,16/06/2025,16/06/2025,500,500
90200,1,SUP-01,SKU-1012,WH-02,02/06/2025,09/06/2025,09/06/2025,1500,1500
90201,1,SUP-06,SKU-1023,WH-03,09/06/2025,24/07/2025,28/07/2025,1000,1000
90201,2,SUP-06,SKU-1023,WH-03,09/06/2025,24/07/2025,28/07/2025,1500,1500
90202,1,SUP-05,SKU-1004,WH-04,09/06/2025,30/06/2025,30/06/2025,500,500
90203,1,SUP-05,SKU-1022,WH-02,09/06/2025,30/06/2025,30/06/2025,1500,1500
90203,2,SUP-05,SKU-1010,WH-04,09/06/2025,30/06/2025,30/06/2025,500,500
90204,1,SUP-01,SKU-1024,WH-01,09/06/2025,16/06/2025,16/06/2025,500,500
90204,2,SUP-01,SKU-1018,WH-03,09/06/2025,16/06/2025,16/06/2025,1500,1500
90204,3,SUP-01,SKU-1012,WH-01,09/06/2025,16/06/2025,16/06/2025,1500,1500
90205,1,SUP-01,SKU-1012,WH-02,09/06/2025,16/06/2025,16/06/2025,500,500
90205,2,SUP-01,SKU-1018,WH-01,09/06/2025,16/06/2025,16/06/2025,1000,1000
90205,3,SUP-01,SKU-1024,WH-03,09/06/2025,16/06/2025,16/06/2025,1500,1500
90206,1,SUP-02,SKU-1001,WH-04,09/06/2025,23/06/2025,23/06/2025,2000,2000
90206,2,SUP-02,SKU-1007,WH-03,09/06/2025,23/06/2025,23/06/2025,1500,1500
90206,3,SUP-02,SKU-1001,WH-04,09/06/2025,23/06/2025,23/06/2025,500,375
90207,1,SUP-03,SKU-1020,WH-01,09/06/2025,19/06/2025,19/06/2025,1500,1500
90207,2,SUP-03,SKU-1002,WH-03,09/06/2025,19/06/2025,19/06/2025,1500,1500
90207,3,SUP-03,SKU-1020,WH-01,09/06/2025,19/06/2025,19/06/2025,2000,2000
90208,1,SUP-03,SKU-1014,WH-04,09/06/2025,19/06/2025,19/06/2025,1000,500
90208,2,SUP-03,SKU-1008,WH-02,09/06/2025,19/06/2025,19/06/2025,1500,1125
90209,1,SUP-05,SKU-1016,WH-01,16/06/2025,07/07/2025,14/07/2025,2000,2000
90209,2,SUP-05,SKU-1016,WH-04,16/06/2025,07/07/2025,14/07/2025,1500,1500
90209,3,SUP-05,SKU-1010,WH-02,16/06/2025,07/07/2025,14/07/2025,2000,2000
90210,1,SUP-05,SKU-1016,WH-01,16/06/2025,07/07/2025,07/07/2025,1000,1000
90211,1,SUP-01,SKU-1006,WH-03,16/06/2025,23/06/2025,23/06/2025,500,500
90212,1,SUP-03,SKU-1014,WH-03,16/06/2025,26/06/2025,26/06/2025,1500,1500
90212,2,SUP-03,SKU-1014,WH-03,16/06/2025,26/06/2025,26/06/2025,2000,2000
90212,3,SUP-03,SKU-1020,WH-04,16/06/2025,26/06/2025,26/06/2025,2000,2000
90213,1,SUP-03,SKU-1002,WH-01,16/06/2025,26/06/2025,26/06/2025,500,500
90213,2,SUP-03,SKU-1020,WH-01,16/06/2025,26/06/2025,26/06/2025,1000,1000
90213,3,SUP-03,SKU-1020,WH-04,16/06/2025,26/06/2025,26/06/2025,2000,2000
90214,1,SUP-01,SKU-1006,WH-03,16/06/2025,23/06/2025,23/06/2025,500,500
90214,2,SUP-01,SKU-1024,WH-03,16/06/2025,23/06/2025,23/06/2025,500,500
90215,1,SUP-02,SKU-1001,WH-04,16/06/2025,30/06/2025,01/07/2025,1000,1000
90216,1,SUP-03,SKU-1020,WH-02,16/06/2025,26/06/2025,26/06/2025,500,500
90217,1,SUP-04,SKU-1021,WH-02,16/06/2025,14/07/2025,14/07/2025,1000,1000
90217,2,SUP-04,SKU-1009,WH-01,16/06/2025,14/07/2025,14/07/2025,2000,2000
90217,3,SUP-04,SKU-1009,WH-01,16/06/2025,14/07/2025,14/07/2025,1500,1500
90218,1,SUP-03,SKU-1002,WH-02,23/06/2025,03/07/2025,03/07/2025,2000,2000
90218,2,SUP-03,SKU-1014,WH-01,23/06/2025,03/07/2025,03/07/2025,500,500
90219,1,SUP-05,SKU-1016,WH-03,23/06/2025,14/07/2025,14/07/2025,1500,1500
90219,2,SUP-05,SKU-1004,WH-02,23/06/2025,14/07/2025,14/07/2025,2000,2000
90219,3,SUP-05,SKU-1016,WH-01,23/06/2025,14/07/2025,14/07/2025,500,250
90220,1,SUP-06,SKU-1011,WH-02,23/06/2025,07/08/2025,14/08/2025,2000,2000
90221,1,SUP-04,SKU-1003,WH-04,23/06/2025,21/07/2025,02/08/2025,1000,1000
90221,2,SUP-04,SKU-1015,WH-01,23/06/2025,21/07/2025,02/08/2025,1500,1125
90222,1,SUP-01,SKU-1012,WH-04,23/06/2025,30/06/2025,30/06/2025,2000,2000
90223,1,SUP-06,SKU-1023,WH-03,23/06/2025,07/08/2025,07/08/2025,1000,1000
90223,2,SUP-06,SKU-1005,WH-03,23/06/2025,07/08/2025,07/08/2025,1000,1000
90224,1,SUP-04,SKU-1009,WH-03,23/06/2025,21/07/2025,21/07/2025,1500,750
90224,2,SUP-04,SKU-1009,WH-01,23/06/2025,21/07/2025,21/07/2025,500,500
90225,1,SUP-05,SKU-1004,WH-01,30/06/2025,21/07/2025,21/07/2025,1000,1000
90225,2,SUP-05,SKU-1022,WH-04,30/06/2025,21/07/2025,21/07/2025,1500,1500
90226,1,SUP-05,SKU-1004,WH-01,30/06/2025,21/07/2025,21/07/2025,1000,1000
90227,1,SUP-02,SKU-1019,WH-02,30/06/2025,14/07/2025,14/07/2025,1000,1000
90227,2,SUP-02,SKU-1019,WH-02,30/06/2025,14/07/2025,14/07/2025,2000,2000
90228,1,SUP-05,SKU-1004,WH-01,30/06/2025,21/07/2025,21/07/2025,2000,2000
90228,2,SUP-05,SKU-1004,WH-01,30/06/2025,21/07/2025,21/07/2025,1000,750
90228,3,SUP-05,SKU-1016,WH-02,30/06/2025,21/07/2025,21/07/2025,2000,2000
90229,1,SUP-06,SKU-1011,WH-02,30/06/2025,14/08/2025,14/08/2025,1000,1000
90229,2,SUP-06,SKU-1023,WH-03,30/06/2025,14/08/2025,14/08/2025,1000,900
90230,1,SUP-01,SKU-1018,WH-02,30/06/2025,07/07/2025,07/07/2025,1000,750
90231,1,SUP-04,SKU-1021,WH-04,30/06/2025,28/07/2025,28/07/2025,500,500
90232,1,SUP-06,SKU-1011,WH-03,07/07/2025,21/08/2025,22/08/2025,1500,1500
90232,2,SUP-06,SKU-1011,WH-01,07/07/2025,21/08/2025,22/08/2025,1500,1500
90233,1,SUP-04,SKU-1009,WH-04,07/07/2025,04/08/2025,16/08/2025,1000,750
90233,2,SUP-04,SKU-1003,WH-03,07/07/2025,04/08/2025,16/08/2025,2000,2000
90234,1,SUP-01,SKU-1006,WH-04,07/07/2025,14/07/2025,14/07/2025,500,500
90234,2,SUP-01,SKU-1024,WH-03,07/07/2025,14/07/2025,14/07/2025,1000,1000
90234,3,SUP-01,SKU-1018,WH-04,07/07/2025,14/07/2025,14/07/2025,1500,1500
90235,1,SUP-04,SKU-1009,WH-03,07/07/2025,04/08/2025,16/08/2025,1000,500
90235,2,SUP-04,SKU-1009,WH-02,07/07/2025,04/08/2025,16/08/2025,1500,1500
90236,1,SUP-05,SKU-1022,WH-02,07/07/2025,28/07/2025,28/07/2025,500,500
90236,2,SUP-05,SKU-1004,WH-01,07/07/2025,28/07/2025,28/07/2025,500,500
90237,1,SUP-02,SKU-1019,WH-04,07/07/2025,21/07/2025,23/07/2025,1000,1000
90237,2,SUP-02,SKU-1019,WH-02,07/07/2025,21/07/2025,23/07/2025,1000,1000
90238,1,SUP-05,SKU-1004,WH-03,07/07/2025,28/07/2025,30/07/2025,2000,2000
90239,1,SUP-06,SKU-1023,WH-04,14/07/2025,28/08/2025,29/08/2025,500,500
90239,2,SUP-06,SKU-1005,WH-04,14/07/2025,28/08/2025,29/08/2025,1500,1500
90239,3,SUP-06,SKU-1023,WH-01,14/07/2025,28/08/2025,29/08/2025,1500,1500
90240,1,SUP-01,SKU-1012,WH-01,14/07/2025,21/07/2025,21/07/2025,500,500
90240,2,SUP-01,SKU-1012,WH-04,14/07/2025,21/07/2025,21/07/2025,1500,1500
90240,3,SUP-01,SKU-1006,WH-01,14/07/2025,21/07/2025,21/07/2025,500,500
90241,1,SUP-02,SKU-1007,WH-02,14/07/2025,28/07/2025,28/07/2025,2000,2000
90241,2,SUP-02,SKU-1019,WH-03,14/07/2025,28/07/2025,28/07/2025,1500,1500
90241,3,SUP-02,SKU-1019,WH-03,14/07/2025,28/07/2025,28/07/2025,500,500
90242,1,SUP-05,SKU-1010,WH-03,14/07/2025,04/08/2025,04/08/2025,2000,1800
90242,2,SUP-05,SKU-1016,WH-04,14/07/2025,04/08/2025,04/08/2025,1000,1000
90243,1,SUP-03,SKU-1008,WH-03,14/07/2025,24/07/2025,24/07/2025,500,500
90243,2,SUP-03,SKU-1008,WH-01,14/07/2025,24/07/2025,24/07/2025,1000,1000
90244,1,SUP-01,SKU-1018,WH-02,14/07/2025,21/07/2025,21/07/2025,1000,1000
90244,2,SUP-01,SKU-1006,WH-01,14/07/2025,21/07/2025,21/07/2025,1500,1500
90244,3,SUP-01,SKU-1006,WH-03,14/07/2025,21/07/2025,21/07/2025,1000,1000
90245,1,SUP-04,SKU-1003,WH-03,14/07/2025,11/08/2025,11/08/2025,2000,2000
90245,2,SUP-04,SKU-1015,WH-03,14/07/2025,11/08/2025,11/08/2025,2000,1500
90245,3,SUP-04,SKU-1003,WH-04,14/07/2025,11/08/2025,11/08/2025,500,250
90246,1,SUP-02,SKU-1007,WH-02,21/07/2025,04/08/2025,04/08/2025,2000,2000
90247,1,SUP-05,SKU-1004,WH-04,21/07/2025,11/08/2025,11/08/2025,1500,1500
90248,1,SUP-04,SKU-1021,WH-04,21/07/2025,18/08/2025,30/08/2025,1500,1500
90248,2,SUP-04,SKU-1021,WH-02,21/07/2025,18/08/2025,30/08/2025,1000,750
90248,3,SUP-04,SKU-1009,WH-03,21/07/2025,18/08/2025,30/08/2025,1500,1500
90249,1,SUP-02,SKU-1019,WH-01,21/07/2025,04/08/2025,04/08/2025,2000,2000
90249,2,SUP-02,SKU-1007,WH-01,21/07/2025,04/08/2025,04/08/2025,2000,2000
90250,1,SUP-03,SKU-1014,WH-01,21/07/2025,31/07/2025,31/07/2025,1500,1500
90250,2,SUP-03,SKU-1002,WH-03,21/07/2025,31/07/2025,31/07/2025,1500,1500
90250,3,SUP-03,SKU-1020,WH-04,21/07/2025,31/07/2025,31/07/2025,500,500
90251,1,SUP-01,SKU-1018,WH-04,21/07/2025,28/07/2025,28/07/2025,1000,1000
90252,1,SUP-03,SKU-1014,WH-02,21/07/2025,31/07/2025,31/07/2025,500,500
90252,2,SUP-03,SKU-1014,WH-02,21/07/2025,31/07/2025,31/07/2025,500,500
90252,3,SUP-03,SKU-1008,WH-03,21/07/2025,31/07/2025,31/07/2025,1500,1500
90253,1,SUP-02,SKU-1007,WH-04,28/07/2025,11/08/2025,11/08/2025,2000,2000
90253,2,SUP-02,SKU-1013,WH-01,28/07/2025,11/08/2025,11/08/2025,500,500
90254,1,SUP-01,SKU-1024,WH-02,28/07/2025,04/08/2025,04/08/2025,1000,1000
90255,1,SUP-06,SKU-1005,WH-04,28/07/2025,11/09/2025,18/09/2025,1500,1500
90255,2,SUP-06,SKU-1005,WH-03,28/07/2025,11/09/2025,18/09/2025,500,500
90255,3,SUP-06,SKU-1011,WH-02,28/07/2025,11/09/2025,18/09/2025,500,500
90256,1,SUP-06,SKU-1023,WH-04,28/07/2025,11/09/2025,11/09/2025,1000,1000
90257,1,SUP-01,SKU-1012,WH-04,28/07/2025,04/08/2025,04/08/2025,1000,1000
90257,2,SUP-01,SKU-1018,WH-01,28/07/2025,04/08/2025,04/08/2025,1000,1000
90258,1,SUP-04,SKU-1015,WH-04,28/07/2025,25/08/2025,26/08/2025,1500,1500
90259,1,SUP-03,SKU-1020,WH-02,28/07/2025,07/08/2025,07/08/2025,1500,1350
90260,1,SUP-04,SKU-1021,WH-02,28/07/2025,25/08/2025,29/08/2025,2000,2000
90260,2,SUP-04,SKU-1009,WH-01,28/07/2025,25/08/2025,29/08/2025,500,500
90261,1,SUP-06,SKU-1017,WH-01,28/07/2025,11/09/2025,11/09/2025,2000,2000
90262,1,SUP-06,SKU-1017,WH-03,28/07/2025,11/09/2025,11/09/2025,1500,1500
90263,1,SUP-05,SKU-1010,WH-01,04/08/2025,25/08/2025,25/08/2025,1500,1500
90263,2,SUP-05,SKU-1022,WH-03,04/08/2025,25/08/2025,25/08/2025,1500,1500
90263,3,SUP-05,SKU-1010,WH-02,04/08/2025,25/08/2025,25/08/2025,500,500
90264,1,SUP-02,SKU-1019,WH-03,04/08/2025,18/08/2025,18/08/2025,2000,2000
90264,2,SUP-02,SKU-1019,WH-01,04/08/2025,18/08/2025,18/08/2025,2000,2000
90264,3,SUP-02,SKU-1001,WH-03,04/08/2025,18/08/2025,18/08/2025,2000,1500
90265,1,SUP-01,SKU-1018,WH-04,04/08/2025,11/08/2025,11/08/2025,1500,750
90265,2,SUP-01,SKU-1024,WH-01,04/08/2025,11/08/2025,11/08/2025,500,500
90265,3,SUP-01,SKU-1018,WH-04,04/08/2025,11/08/2025,11/08/2025,1500,1500
90266,1,SUP-05,SKU-1004,WH-04,04/08/2025,25/08/2025,25/08/2025,2000,2000
90266,2,SUP-05,SKU-1010,WH-01,04/08/2025,25/08/2025,25/08/2025,2000,1800
90267,1,SUP-03,SKU-1002,WH-03,04/08/2025,14/08/2025,14/08/2025,500,250
90267,2,SUP-03,SKU-1008,WH-04,04/08/2025,14/08/2025,14/08/2025,500,500
90267,3,SUP-03,SKU-1020,WH-01,04/08/2025,14/08/2025,14/08/2025,2000,2000
90268,1,SUP-02,SKU-1007,WH-01,04/08/2025,18/08/2025,18/08/2025,1000,900
90269,1,SUP-02,SKU-1001,WH-04,04/08/2025,18/08/2025,18/08/2025,2000,2000
