SnapshotDate,SKU,WarehouseID,OnHandQty,OnOrderQty
24/01/2025,SKU-1017,WH-04,1948,500
24/01/2025,SKU-1018,WH-01,157,0
24/01/2025,SKU-1018,WH-02,3192,0
24/01/2025,SKU-1018,WH-03,3148,1000
24/01/2025,SKU-1018,WH-04,1644,0
24/01/2025,SKU-1019,WH-01,1318,1000
24/01/2025,SKU-1019,WH-02,1513,0
24/01/2025,SKU-1019,WH-03,2736,1000
24/01/2025,SKU-1019,WH-04,549,0
24/01/2025,SKU-1020,WH-01,1166,1000
24/01/2025,SKU-1020,WH-02,1048,0
24/01/2025,SKU-1020,WH-03,688,0
24/01/2025,SKU-1020,WH-04,1697,0
24/01/2025,SKU-1021,WH-01,1829,0
24/01/2025,SKU-1021,WH-02,1661,1000
24/01/2025,SKU-1021,WH-03,1336,0
24/01/2025,SKU-1021,WH-04,1081,500
24/01/2025,SKU-1022,WH-01,2047,0
24/01/2025,SKU-1022,WH-02,68,500
24/01/2025,SKU-1022,WH-03,507,0
24/01/2025,SKU-1022,WH-04,1191,0
24/01/2025,SKU-1023,WH-01,2025,0
24/01/2025,SKU-1023,WH-02,0,500
24/01/2025,SKU-1023,WH-03,2248,0
24/01/2025,SKU-1023,WH-04,2010,500
24/01/2025,SKU-1024,WH-01,2939,0
24/01/2025,SKU-1024,WH-02,2182,0
24/01/2025,SKU-1024,WH-03,114,1000
24/01/2025,SKU-1024,WH-04,1532,1000
27/01/2025,SKU-1001,WH-01,162,0
27/01/2025,SKU-1001,WH-02,834,0
27/01/2025,SKU-1001,WH-03,0,1000
27/01/2025,SKU-1001,WH-04,2836,0
27/01/2025,SKU-1002,WH-01,2138,0
27/01/2025,SKU-1002,WH-02,3208,0
27/01/2025,SKU-1002,WH-03,547,1000
27/01/2025,SKU-1002,WH-04,0,0
27/01/2025,SKU-1003,WH-01,3329,500
27/01/2025,SKU-1003,WH-02,0,0
27/01/2025,SKU-1003,WH-03,2153,0
27/01/2025,SKU-1003,WH-04,1619,1000
27/01/2025,SKU-1004,WH-01,74,0
27/01/2025,SKU-1004,WH-02,0,0
27/01/2025,SKU-1004,WH-03,1052,0
27/01/2025,SKU-1004,WH-04,2919,1000
27/01/2025,SKU-1005,WH-01,1046,500
27/01/2025,SKU-1005,WH-02,236,0
27/01/2025,SKU-1005,WH-03,291,0
27/01/2025,SKU-1005,WH-04,610,1000
27/01/2025,SKU-1006,WH-01,1325,0
27/01/2025,SKU-1006,WH-02,1084,500
27/01/2025,SKU-1006,WH-03,2810,500
27/01/2025,SKU-1006,WH-04,2525,0
27/01/2025,SKU-1007,WH-01,2315,0
27/01/2025,SKU-1007,WH-02,455,500
27/01/2025,SKU-1007,WH-03,2120,1000
27/01/2025,SKU-1007,WH-04,1797,1000
27/01/2025,SKU-1008,WH-01,170,0
27/01/2025,SKU-1008,WH-02,3286,0
27/01/2025,SKU-1008,WH-03,2924,1000
27/01/2025,SKU-1008,WH-04,1198,0
27/01/2025,SKU-1009,WH-01,1916,0
27/01/2025,SKU-1009,WH-02,415,0
27/01/2025,SKU-1009,WH-03,1662,0
27/01/2025,SKU-1009,WH-04,1427,1000
27/01/2025,SKU-1010,WH-01,2432,0
27/01/2025,SKU-1010,WH-02,677,0
27/01/2025,SKU-1010,WH-03,2723,1000
27/01/2025,SKU-1010,WH-04,0,0
27/01/2025,SKU-1011,WH-01,2927,0
27/01/2025,SKU-1011,WH-02,382,500
27/01/2025,SKU-1011,WH-03,1056,1000
27/01/2025,SKU-1011,WH-04,1094,0
27/01/2025,SKU-1012,WH-01,1746,500
27/01/2025,SKU-1012,WH-02,523,0
27/01/2025,SKU-1012,WH-03,1615,0
27/01/2025,SKU-1012,WH-04,541,0
27/01/2025,SKU-1013,WH-01,1656,1000
27/01/2025,SKU-1013,WH-02,2128,0
27/01/2025,SKU-1013,WH-03,2602,1000
27/01/2025,SKU-1013,WH-04,0,0
27/01/2025,SKU-1014,WH-01,452,500
27/01/2025,SKU-1014,WH-02,2870,0
27/01/2025,SKU-1014,WH-03,276,0
27/01/2025,SKU-1014,WH-04,23,0
27/01/2025,SKU-1015,WH-01,2896,1000
27/01/2025,SKU-1015,WH-02,403,0
27/01/2025,SKU-1015,WH-03,1240,500
27/01/2025,SKU-1015,WH-04,2605,0
27/01/2025,SKU-1016,WH-01,1728,0
27/01/2025,SKU-1016,WH-02,2458,0
27/01/2025,SKU-1016,WH-03,166,500
27/01/2025,SKU-1016,WH-04,835,0
27/01/2025,SKU-1017,WH-01,1339,0
27/01/2025,SKU-1017,WH-02,1593,0
27/01/2025,SKU-1017,WH-03,939,0
27/01/2025,SKU-1017,WH-04,1998,0
27/01/2025,SKU-1018,WH-01,200,500
27/01/2025,SKU-1018,WH-02,3358,0
27/01/2025,SKU-1018,WH-03,3141,0
27/01/2025,SKU-1018,WH-04,1534,0
27/01/2025,SKU-1019,WH-01,1179,1000
27/01/2025,SKU-1019,WH-02,1398,0
27/01/2025,SKU-1019,WH-03,2778,0
27/01/2025,SKU-1019,WH-04,694,0
27/01/2025,SKU-1020,WH-01,1095,500
27/01/2025,SKU-1020,WH-02,1191,0
27/01/2025,SKU-1020,WH-03,738,0
27/01/2025,SKU-1020,WH-04,1525,0
27/01/2025,SKU-1021,WH-01,1879,1000
27/01/2025,SKU-1021,WH-02,1509,0
27/01/2025,SKU-1021,WH-03,1192,500
27/01/2025,SKU-1021,WH-04,1101,0
27/01/2025,SKU-1022,WH-01,2215,0
27/01/2025,SKU-1022,WH-02,196,0
27/01/2025,SKU-1022,WH-03,482,500
27/01/2025,SKU-1022,WH-04,1366,1000
27/01/2025,SKU-1023,WH-01,2060,0
27/01/2025,SKU-1023,WH-02,188,0
27/01/2025,SKU-1023,WH-03,2355,1000
27/01/2025,SKU-1023,WH-04,1993,0
27/01/2025,SKU-1024,WH-01,2764,0
27/01/2025,SKU-1024,WH-02,2064,0
27/01/2025,SKU-1024,WH-03,56,0
27/01/2025,SKU-1024,WH-04,1570,0
28/01/2025,SKU-1001,WH-01,95,1000
28/01/2025,SKU-1001,WH-02,746,0
28/01/2025,SKU-1001,WH-03,0,0
28/01/2025,SKU-1001,WH-04,2897,0
28/01/2025,SKU-1002,WH-01,2260,500
28/01/2025,SKU-1002,WH-02,3322,0
28/01/2025,SKU-1002,WH-03,680,0
28/01/2025,SKU-1002,WH-04,163,0
28/01/2025,SKU-1003,WH-01,3403,0
28/01/2025,SKU-1003,WH-02,101,0
28/01/2025,SKU-1003,WH-03,2018,0
28/01/2025,SKU-1003,WH-04,1497,0
28/01/2025,SKU-1004,WH-01,174,1000
28/01/2025,SKU-1004,WH-02,0,0
28/01/2025,SKU-1004,WH-03,1064,0
28/01/2025,SKU-1004,WH-04,2880,0
28/01/2025,SKU-1005,WH-01,897,0
28/01/2025,SKU-1005,WH-02,59,0
28/01/2025,SKU-1005,WH-03,230,0
28/01/2025,SKU-1005,WH-04,614,0
28/01/2025,SKU-1006,WH-01,1213,0
28/01/2025,SKU-1006,WH-02,1103,0
28/01/2025,SKU-1006,WH-03,2681,0
28/01/2025,SKU-1006,WH-04,2493,1000
28/01/2025,SKU-1007,WH-01,2366,1000
28/01/2025,SKU-1007,WH-02,344,1000
28/01/2025,SKU-1007,WH-03,1957,500
28/01/2025,SKU-1007,WH-04,1866,0
28/01/2025,SKU-1008,WH-01,176,1000
28/01/2025,SKU-1008,WH-02,3133,0
28/01/2025,SKU-1008,WH-03,3066,500
28/01/2025,SKU-1008,WH-04,1231,0
28/01/2025,SKU-1009,WH-01,2094,500
28/01/2025,SKU-1009,WH-02,464,0
28/01/2025,SKU-1009,WH-03,1788,0
28/01/2025,SKU-1009,WH-04,1546,1000
28/01/2025,SKU-1010,WH-01,2339,1000
28/01/2025,SKU-1010,WH-02,805,0
28/01/2025,SKU-1010,WH-03,2659,0
28/01/2025,SKU-1010,WH-04,183,1000
28/01/2025,SKU-1011,WH-01,2786,0
28/01/2025,SKU-1011,WH-02,259,0
28/01/2025,SKU-1011,WH-03,933,500
28/01/2025,SKU-1011,WH-04,1246,0
28/01/2025,SKU-1012,WH-01,1840,500
28/01/2025,SKU-1012,WH-02,573,0
28/01/2025,SKU-1012,WH-03,1583,500
28/01/2025,SKU-1012,WH-04,527,500
28/01/2025,SKU-1013,WH-01,1590,0
28/01/2025,SKU-1013,WH-02,2232,1000
28/01/2025,SKU-1013,WH-03,2517,0
28/01/2025,SKU-1013,WH-04,66,500
28/01/2025,SKU-1014,WH-01,631,0
28/01/2025,SKU-1014,WH-02,2822,1000
28/01/2025,SKU-1014,WH-03,286,0
28/01/2025,SKU-1014,WH-04,129,500
28/01/2025,SKU-1015,WH-01,3054,0
28/01/2025,SKU-1015,WH-02,303,1000
28/01/2025,SKU-1015,WH-03,1381,500
28/01/2025,SKU-1015,WH-04,2717,500
28/01/2025,SKU-1016,WH-01,0,500
28/01/2025,SKU-1016,WH-02,2468,0
28/01/2025,SKU-1016,WH-03,92,0
28/01/2025,SKU-1016,WH-04,1008,500
28/01/2025,SKU-1017,WH-01,1506,1000
28/01/2025,SKU-1017,WH-02,1727,500
28/01/2025,SKU-1017,WH-03,972,500
28/01/2025,SKU-1017,WH-04,2101,500
28/01/2025,SKU-1018,WH-01,170,1000
28/01/2025,SKU-1018,WH-02,3350,1000
28/01/2025,SKU-1018,WH-03,3170,0
28/01/2025,SKU-1018,WH-04,1398,0
28/01/2025,SKU-1019,WH-01,1024,500
28/01/2025,SKU-1019,WH-02,1267,0
28/01/2025,SKU-1019,WH-03,2961,500
28/01/2025,SKU-1019,WH-04,544,0
28/01/2025,SKU-1020,WH-01,1117,1000
28/01/2025,SKU-1020,WH-02,1114,0
28/01/2025,SKU-1020,WH-03,668,500
28/01/2025,SKU-1020,WH-04,1516,0
28/01/2025,SKU-1021,WH-01,2055,0
28/01/2025,SKU-1021,WH-02,1460,1000
28/01/2025,SKU-1021,WH-03,1183,0
28/01/2025,SKU-1021,WH-04,923,500
28/01/2025,SKU-1022,WH-01,2145,0
28/01/2025,SKU-1022,WH-02,151,500
28/01/2025,SKU-1022,WH-03,496,0
28/01/2025,SKU-1022,WH-04,1315,1000
28/01/2025,SKU-1023,WH-01,1989,1000
28/01/2025,SKU-1023,WH-02,337,0
28/01/2025,SKU-1023,WH-03,2438,1000
28/01/2025,SKU-1023,WH-04,1983,0
28/01/2025,SKU-1024,WH-01,2940,0
28/01/2025,SKU-1024,WH-02,2205,500
28/01/2025,SKU-1024,WH-03,0,500
28/01/2025,SKU-1024,WH-04,1527,0
29/01/2025,SKU-1001,WH-01,0,0
29/01/2025,SKU-1001,WH-02,706,1000
29/01/2025,SKU-1001,WH-03,0,1000
29/01/2025,SKU-1001,WH-04,2823,0
29/01/2025,SKU-1002,WH-01,2097,0
29/01/2025,SKU-1002,WH-02,3320,0
29/01/2025,SKU-1002,WH-03,841,0
29/01/2025,SKU-1002,WH-04,191,0
29/01/2025,SKU-1003,WH-01,3307,0
29/01/2025,SKU-1003,WH-02,271,0
29/01/2025,SKU-1003,WH-03,1937,1000
29/01/2025,SKU-1003,WH-04,1586,0
29/01/2025,SKU-1004,WH-01,72,1000
29/01/2025,SKU-1004,WH-02,42,0
29/01/2025,SKU-1004,WH-03,1191,0
29/01/2025,SKU-1004,WH-04,2748,500
29/01/2025,SKU-1005,WH-01,887,0
29/01/2025,SKU-1005,WH-02,0,500
29/01/2025,SKU-1005,WH-03,110,0
29/01/2025,SKU-1005,WH-04,437,500
29/01/2025,SKU-1006,WH-01,1148,500
29/01/2025,SKU-1006,WH-02,941,500
29/01/2025,SKU-1006,WH-03,2549,0
29/01/2025,SKU-1006,WH-04,2606,1000
29/01/2025,SKU-1007,WH-01,2414,0
29/01/2025,SKU-1007,WH-02,476,500
29/01/2025,SKU-1007,WH-03,1891,1000
29/01/2025,SKU-1007,WH-04,1987,0
29/01/2025,SKU-1008,WH-01,62,0
29/01/2025,SKU-1008,WH-02,3237,0
29/01/2025,SKU-1008,WH-03,3222,0
29/01/2025,SKU-1008,WH-04,1270,0
29/01/2025,SKU-1009,WH-01,2256,0
29/01/2025,SKU-1009,WH-02,352,1000
29/01/2025,SKU-1009,WH-03,1978,0
29/01/2025,SKU-1009,WH-04,1579,0
29/01/2025,SKU-1010,WH-01,2239,0
29/01/2025,SKU-1010,WH-02,743,0
29/01/2025,SKU-1010,WH-03,2667,0
29/01/2025,SKU-1010,WH-04,336,0
29/01/2025,SKU-1011,WH-01,2707,1000
29/01/2025,SKU-1011,WH-02,113,500
29/01/2025,SKU-1011,WH-03,1115,0
29/01/2025,SKU-1011,WH-04,1305,1000
29/01/2025,SKU-1012,WH-01,1935,1000
29/01/2025,SKU-1012,WH-02,731,1000
29/01/2025,SKU-1012,WH-03,1704,0
29/01/2025,SKU-1012,WH-04,391,1000
29/01/2025,SKU-1013,WH-01,1624,0
29/01/2025,SKU-1013,WH-02,2242,0
29/01/2025,SKU-1013,WH-03,2466,1000
29/01/2025,SKU-1013,WH-04,234,1000
29/01/2025,SKU-1014,WH-01,790,0
29/01/2025,SKU-1014,WH-02,2962,1000
29/01/2025,SKU-1014,WH-03,421,0
29/01/2025,SKU-1014,WH-04,187,0
29/01/2025,SKU-1015,WH-01,3102,0
29/01/2025,SKU-1015,WH-02,180,0
29/01/2025,SKU-1015,WH-03,1285,500
29/01/2025,SKU-1015,WH-04,2754,0
29/01/2025,SKU-1016,WH-01,96,0
29/01/2025,SKU-1016,WH-02,2479,500
29/01/2025,SKU-1016,WH-03,144,500
29/01/2025,SKU-1016,WH-04,1046,0
29/01/2025,SKU-1017,WH-01,1588,1000
29/01/2025,SKU-1017,WH-02,1613,0
29/01/2025,SKU-1017,WH-03,1015,0
29/01/2025,SKU-1017,WH-04,2128,0
29/01/2025,SKU-1018,WH-01,359,0
29/01/2025,SKU-1018,WH-02,3473,0
29/01/2025,SKU-1018,WH-03,3092,500
29/01/2025,SKU-1018,WH-04,1577,0
29/01/2025,SKU-1019,WH-01,880,0
29/01/2025,SKU-1019,WH-02,1209,1000
29/01/2025,SKU-1019,WH-03,2937,0
29/01/2025,SKU-1019,WH-04,552,0
29/01/2025,SKU-1020,WH-01,1248,0
29/01/2025,SKU-1020,WH-02,1234,500
29/01/2025,SKU-1020,WH-03,568,0
29/01/2025,SKU-1020,WH-04,1603,0
29/01/2025,SKU-1021,WH-01,1931,0
29/01/2025,SKU-1021,WH-02,1296,500
29/01/2025,SKU-1021,WH-03,1128,0
29/01/2025,SKU-1021,WH-04,1014,0
29/01/2025,SKU-1022,WH-01,2256,500
29/01/2025,SKU-1022,WH-02,287,0
29/01/2025,SKU-1022,WH-03,594,1000
29/01/2025,SKU-1022,WH-04,1142,1000
29/01/2025,SKU-1023,WH-01,1828,500
29/01/2025,SKU-1023,WH-02,436,0
29/01/2025,SKU-1023,WH-03,2324,0
29/01/2025,SKU-1023,WH-04,2073,0
29/01/2025,SKU-1024,WH-01,3059,500
29/01/2025,SKU-1024,WH-02,2247,500
29/01/2025,SKU-1024,WH-03,0,0
29/01/2025,SKU-1024,WH-04,1388,1000
30/01/2025,SKU-1001,WH-01,0,0
30/01/2025,SKU-1001,WH-02,858,1000
30/01/2025,SKU-1001,WH-03,114,1000
30/01/2025,SKU-1001,WH-04,2718,500
30/01/2025,SKU-1002,WH-01,2270,500
30/01/2025,SKU-1002,WH-02,3308,1000
30/01/2025,SKU-1002,WH-03,984,500
30/01/2025,SKU-1002,WH-04,48,0
30/01/2025,SKU-1003,WH-01,3481,1000
30/01/2025,SKU-1003,WH-02,106,0
30/01/2025,SKU-1003,WH-03,2016,500
30/01/2025,SKU-1003,WH-04,1548,1000
30/01/2025,SKU-1004,WH-01,11,1000
30/01/2025,SKU-1004,WH-02,122,1000
30/01/2025,SKU-1004,WH-03,1016,1000
30/01/2025,SKU-1004,WH-04,2839,500
30/01/2025,SKU-1005,WH-01,798,500
30/01/2025,SKU-1005,WH-02,0,0
30/01/2025,SKU-1005,WH-03,103,0
30/01/2025,SKU-1005,WH-04,317,500
30/01/2025,SKU-1006,WH-01,1019,0
30/01/2025,SKU-1006,WH-02,1089,1000
30/01/2025,SKU-1006,WH-03,2665,0
30/01/2025,SKU-1006,WH-04,2716,0
30/01/2025,SKU-1007,WH-01,2599,0
30/01/2025,SKU-1007,WH-02,533,0
30/01/2025,SKU-1007,WH-03,1737,1000
30/01/2025,SKU-1007,WH-04,2057,0
30/01/2025,SKU-1008,WH-01,2,0
30/01/2025,SKU-1008,WH-02,3147,1000
30/01/2025,SKU-1008,WH-03,3410,0
30/01/2025,SKU-1008,WH-04,1093,500
30/01/2025,SKU-1009,WH-01,2368,0
30/01/2025,SKU-1009,WH-02,478,500
30/01/2025,SKU-1009,WH-03,1877,500
30/01/2025,SKU-1009,WH-04,1729,500
30/01/2025,SKU-1010,WH-01,2175,500
30/01/2025,SKU-1010,WH-02,678,1000
30/01/2025,SKU-1010,WH-03,2754,500
30/01/2025,SKU-1010,WH-04,376,500
30/01/2025,SKU-1011,WH-01,2707,1000
30/01/2025,SKU-1011,WH-02,37,0
30/01/2025,SKU-1011,WH-03,997,0
30/01/2025,SKU-1011,WH-04,1401,500
30/01/2025,SKU-1012,WH-01,2119,500
30/01/2025,SKU-1012,WH-02,868,1000
30/01/2025,SKU-1012,WH-03,1874,500
30/01/2025,SKU-1012,WH-04,407,1000
30/01/2025,SKU-1013,WH-01,1533,0
30/01/2025,SKU-1013,WH-02,2207,0
30/01/2025,SKU-1013,WH-03,2416,0
30/01/2025,SKU-1013,WH-04,139,500
30/01/2025,SKU-1014,WH-01,953,500
30/01/2025,SKU-1014,WH-02,3113,0
30/01/2025,SKU-1014,WH-03,488,500
30/01/2025,SKU-1014,WH-04,236,500
30/01/2025,SKU-1015,WH-01,3107,0
30/01/2025,SKU-1015,WH-02,296,1000
30/01/2025,SKU-1015,WH-03,1469,0
30/01/2025,SKU-1015,WH-04,2657,1000
30/01/2025,SKU-1016,WH-01,23,500
30/01/2025,SKU-1016,WH-02,2306,500
30/01/2025,SKU-1016,WH-03,315,1000
30/01/2025,SKU-1016,WH-04,1061,1000
30/01/2025,SKU-1017,WH-01,1713,0
30/01/2025,SKU-1017,WH-02,1687,0
30/01/2025,SKU-1017,WH-03,1003,500
30/01/2025,SKU-1017,WH-04,2234,0
30/01/2025,SKU-1018,WH-01,449,500
30/01/2025,SKU-1018,WH-02,3416,1000
30/01/2025,SKU-1018,WH-03,3137,500
30/01/2025,SKU-1018,WH-04,1757,0
30/01/2025,SKU-1019,WH-01,982,0
30/01/2025,SKU-1019,WH-02,1176,500
30/01/2025,SKU-1019,WH-03,2965,1000
30/01/2025,SKU-1019,WH-04,673,0
30/01/2025,SKU-1020,WH-01,1385,1000
30/01/2025,SKU-1020,WH-02,0,0
30/01/2025,SKU-1020,WH-03,508,0
30/01/2025,SKU-1020,WH-04,1789,0
30/01/2025,SKU-1021,WH-01,1929,0
30/01/2025,SKU-1021,WH-02,1395,500
30/01/2025,SKU-1021,WH-03,1208,500
30/01/2025,SKU-1021,WH-04,1011,0
30/01/2025,SKU-1022,WH-01,2335,0
30/01/2025,SKU-1022,WH-02,254,1000
30/01/2025,SKU-1022,WH-03,553,500
30/01/2025,SKU-1022,WH-04,1292,0
30/01/2025,SKU-1023,WH-01,1655,500
30/01/2025,SKU-1023,WH-02,604,0
30/01/2025,SKU-1023,WH-03,2246,500
30/01/2025,SKU-1023,WH-04,1979,1000
30/01/2025,SKU-1024,WH-01,3036,0
30/01/2025,SKU-1024,WH-02,2088,1000
30/01/2025,SKU-1024,WH-03,0,500
30/01/2025,SKU-1024,WH-04,1396,500
31/01/2025,SKU-1001,WH-01,130,0
31/01/2025,SKU-1001,WH-02,853,1000
31/01/2025,SKU-1001,WH-03,172,0
31/01/2025,SKU-1001,WH-04,2592,500
31/01/2025,SKU-1002,WH-01,2308,1000
31/01/2025,SKU-1002,WH-02,3281,0
31/01/2025,SKU-1002,WH-03,858,500
31/01/2025,SKU-1002,WH-04,111,0
31/01/2025,SKU-1003,WH-01,3321,0
31/01/2025,SKU-1003,WH-02,27,0
31/01/2025,SKU-1003,WH-03,2177,500
31/01/2025,SKU-1003,WH-04,1558,0
31/01/2025,SKU-1004,WH-01,0,0
31/01/2025,SKU-1004,WH-02,254,0
31/01/2025,SKU-1004,WH-03,1201,1000
31/01/2025,SKU-1004,WH-04,3029,0
31/01/2025,SKU-1005,WH-01,735,500
31/01/2025,SKU-1005,WH-02,1,0
31/01/2025,SKU-1005,WH-03,163,0
31/01/2025,SKU-1005,WH-04,229,500
31/01/2025,SKU-1006,WH-01,861,500
31/01/2025,SKU-1006,WH-02,1026,500
31/01/2025,SKU-1006,WH-03,2626,0
31/01/2025,SKU-1006,WH-04,2774,0
31/01/2025,SKU-1007,WH-01,2606,1000
31/01/2025,SKU-1007,WH-02,583,1000
31/01/2025,SKU-1007,WH-03,1719,0
31/01/2025,SKU-1007,WH-04,2125,0
31/01/2025,SKU-1008,WH-01,154,0
31/01/2025,SKU-1008,WH-02,3095,0
31/01/2025,SKU-1008,WH-03,3348,0
31/01/2025,SKU-1008,WH-04,940,0
31/01/2025,SKU-1009,WH-01,2228,500
31/01/2025,SKU-1009,WH-02,314,0
31/01/2025,SKU-1009,WH-03,1771,0
31/01/2025,SKU-1009,WH-04,1635,0
31/01/2025,SKU-1010,WH-01,2334,0
31/01/2025,SKU-1010,WH-02,856,500
31/01/2025,SKU-1010,WH-03,2692,0
31/01/2025,SKU-1010,WH-04,280,1000
31/01/2025,SKU-1011,WH-01,2861,1000
31/01/2025,SKU-1011,WH-02,0,0
31/01/2025,SKU-1011,WH-03,1119,0
31/01/2025,SKU-1011,WH-04,1433,0
31/01/2025,SKU-1012,WH-01,2120,0
31/01/2025,SKU-1012,WH-02,851,0
31/01/2025,SKU-1012,WH-03,1944,0
31/01/2025,SKU-1012,WH-04,286,1000
31/01/2025,SKU-1013,WH-01,1636,0
31/01/2025,SKU-1013,WH-02,2088,0
31/01/2025,SKU-1013,WH-03,2526,0
31/01/2025,SKU-1013,WH-04,77,500
31/01/2025,SKU-1014,WH-01,868,0
31/01/2025,SKU-1014,WH-02,3216,0
31/01/2025,SKU-1014,WH-03,642,0
31/01/2025,SKU-1014,WH-04,413,0
31/01/2025,SKU-1015,WH-01,3159,0
31/01/2025,SKU-1015,WH-02,349,0
31/01/2025,SKU-1015,WH-03,1550,0
31/01/2025,SKU-1015,WH-04,2833,0
31/01/2025,SKU-1016,WH-01,22,500
31/01/2025,SKU-1016,WH-02,2297,1000
31/01/2025,SKU-1016,WH-03,295,0
31/01/2025,SKU-1016,WH-04,1007,1000
31/01/2025,SKU-1017,WH-01,1668,500
31/01/2025,SKU-1017,WH-02,1512,0
31/01/2025,SKU-1017,WH-03,1022,0
31/01/2025,SKU-1017,WH-04,2337,0
31/01/2025,SKU-1018,WH-01,484,0
31/01/2025,SKU-1018,WH-02,3254,0
31/01/2025,SKU-1018,WH-03,3271,0
31/01/2025,SKU-1018,WH-04,1847,1000
31/01/2025,SKU-1019,WH-01,983,1000
31/01/2025,SKU-1019,WH-02,1058,500
31/01/2025,SKU-1019,WH-03,2903,0
31/01/2025,SKU-1019,WH-04,753,0
31/01/2025,SKU-1020,WH-01,1383,0
31/01/2025,SKU-1020,WH-02,0,0
31/01/2025,SKU-1020,WH-03,457,500
31/01/2025,SKU-1020,WH-04,1742,500
31/01/2025,SKU-1021,WH-01,1915,0
31/01/2025,SKU-1021,WH-02,1485,0
31/01/2025,SKU-1021,WH-03,1205,1000
31/01/2025,SKU-1021,WH-04,987,500
31/01/2025,SKU-1022,WH-01,2504,0
31/01/2025,SKU-1022,WH-02,251,0
31/01/2025,SKU-1022,WH-03,492,500
31/01/2025,SKU-1022,WH-04,1291,0
31/01/2025,SKU-1023,WH-01,1727,0
31/01/2025,SKU-1023,WH-02,500,0
31/01/2025,SKU-1023,WH-03,2314,1000
31/01/2025,SKU-1023,WH-04,1942,0
31/01/2025,SKU-1024,WH-01,2858,0
31/01/2025,SKU-1024,WH-02,2111,0
31/01/2025,SKU-1024,WH-03,29,0
31/01/2025,SKU-1024,WH-04,1410,1000
03/02/2025,SKU-1001,WH-01,25,1000
03/02/2025,SKU-1001,WH-02,0,500
03/02/2025,SKU-1001,WH-03,330,0
03/02/2025,SKU-1001,WH-04,2741,0
03/02/2025,SKU-1002,WH-01,2287,500
03/02/2025,SKU-1002,WH-02,3409,500
03/02/2025,SKU-1002,WH-03,804,1000
03/02/2025,SKU-1002,WH-04,39,500
03/02/2025,SKU-1003,WH-01,3435,1000
03/02/2025,SKU-1003,WH-02,140,0
03/02/2025,SKU-1003,WH-03,2111,0
03/02/2025,SKU-1003,WH-04,1380,1000
03/02/2025,SKU-1004,WH-01,0,0
03/02/2025,SKU-1004,WH-02,128,500
03/02/2025,SKU-1004,WH-03,1241,0
03/02/2025,SKU-1004,WH-04,2922,500
03/02/2025,SKU-1005,WH-01,628,1000
03/02/2025,SKU-1005,WH-02,65,1000
03/02/2025,SKU-1005,WH-03,333,0
03/02/2025,SKU-1005,WH-04,379,500
03/02/2025,SKU-1006,WH-01,923,0
03/02/2025,SKU-1006,WH-02,1162,1000
03/02/2025,SKU-1006,WH-03,2748,0
03/02/2025,SKU-1006,WH-04,2959,0
03/02/2025,SKU-1007,WH-01,2606,1000
03/02/2025,SKU-1007,WH-02,674,0
03/02/2025,SKU-1007,WH-03,1836,500
03/02/2025,SKU-1007,WH-04,2265,500
03/02/2025,SKU-1008,WH-01,244,1000
03/02/2025,SKU-1008,WH-02,3088,1000
03/02/2025,SKU-1008,WH-03,3354,500
03/02/2025,SKU-1008,WH-04,793,500
03/02/2025,SKU-1009,WH-01,2380,0
03/02/2025,SKU-1009,WH-02,374,0
03/02/2025,SKU-1009,WH-03,1735,1000
03/02/2025,SKU-1009,WH-04,1457,1000
03/02/2025,SKU-1010,WH-01,2364,0
03/02/2025,SKU-1010,WH-02,874,0
03/02/2025,SKU-1010,WH-03,2860,0
03/02/2025,SKU-1010,WH-04,111,0
03/02/2025,SKU-1011,WH-01,2699,0
03/02/2025,SKU-1011,WH-02,168,1000
03/02/2025,SKU-1011,WH-03,939,0
03/02/2025,SKU-1011,WH-04,1579,1000
03/02/2025,SKU-1012,WH-01,2143,0
03/02/2025,SKU-1012,WH-02,731,1000
03/02/2025,SKU-1012,WH-03,1773,0
03/02/2025,SKU-1012,WH-04,293,0
03/02/2025,SKU-1013,WH-01,1523,0
03/02/2025,SKU-1013,WH-02,1959,0
03/02/2025,SKU-1013,WH-03,2555,1000
03/02/2025,SKU-1013,WH-04,259,0
03/02/2025,SKU-1014,WH-01,712,1000
03/02/2025,SKU-1014,WH-02,3301,0
03/02/2025,SKU-1014,WH-03,816,1000
03/02/2025,SKU-1014,WH-04,304,500
03/02/2025,SKU-1015,WH-01,2989,0
03/02/2025,SKU-1015,WH-02,477,0
03/02/2025,SKU-1015,WH-03,1521,1000
03/02/2025,SKU-1015,WH-04,2855,1000
03/02/2025,SKU-1016,WH-01,23,1000
03/02/2025,SKU-1016,WH-02,2301,0
03/02/2025,SKU-1016,WH-03,414,0
03/02/2025,SKU-1016,WH-04,1030,1000
03/02/2025,SKU-1017,WH-01,1617,0
03/02/2025,SKU-1017,WH-02,1382,0
03/02/2025,SKU-1017,WH-03,931,0
03/02/2025,SKU-1017,WH-04,2265,0
03/02/2025,SKU-1018,WH-01,330,1000
03/02/2025,SKU-1018,WH-02,3407,0
03/02/2025,SKU-1018,WH-03,3313,500
03/02/2025,SKU-1018,WH-04,1973,0
03/02/2025,SKU-1019,WH-01,1169,0
03/02/2025,SKU-1019,WH-02,911,0
03/02/2025,SKU-1019,WH-03,3038,500
03/02/2025,SKU-1019,WH-04,866,0
